CRASH DATE,CRASH TIME,OCCURED ON,LATTITUDE,LONGITUDE
7/10/11,6:02 AM,CITY STREET,30.453769,-91.144966
11/7/11,9:47 AM,CITY STREET,30.453769,-91.144966
9/29/16,5:02 PM,CITY STREET,30.453769,-91.144966
3/7/16,4:47 PM,OFF ROAD/ PRIVATE PROPERTY,30.522936,-91.14494
7/26/14,2:00 PM,OFF ROAD/ PRIVATE PROPERTY,30.522936,-91.14494
2/2/13,9:46 AM,OFF ROAD/ PRIVATE PROPERTY,30.522936,-91.14494
10/31/13,3:27 PM,CITY STREET,30.436318,-91.144939
5/2/11,2:35 PM,CITY STREET,30.436318,-91.144939
6/21/12,9:15 PM,OFF ROAD/ PRIVATE PROPERTY,30.522563,-91.144929
5/15/16,6:37 PM,CITY STREET,30.497532,-91.144926
9/29/16,5:21 PM,STATE HWY,30.444399,-91.144906
4/17/16,1:53 AM,STATE HWY,30.522636,-91.144903
4/20/12,10:39 PM,OFF ROAD/ PRIVATE PROPERTY,30.477,-91.144894
4/30/11,3:53 PM,OFF ROAD/ PRIVATE PROPERTY,30.477,-91.144894
11/18/15,4:33 PM,OFF ROAD/ PRIVATE PROPERTY,30.477,-91.144894
2/10/14,10:10 AM,CITY STREET,30.478679,-91.144893
2/24/14,6:35 PM,CITY STREET,30.413969,-91.144893
3/28/12,4:00 PM,CITY STREET,30.413969,-91.144893
4/23/15,2:16 PM,CITY STREET,30.413969,-91.144893
12/17/13,12:08 PM,CITY STREET,30.413969,-91.144893
10/23/15,7:54 AM,CITY STREET,30.478679,-91.144893
9/21/13,5:52 AM,CITY STREET,30.413969,-91.144893
11/24/14,4:08 PM,CITY STREET,30.413969,-91.144893
9/21/14,12:57 PM,CITY STREET,30.478679,-91.144893
2/26/16,8:44 PM,CITY STREET,30.413969,-91.144893
3/29/10,5:43 PM,CITY STREET,30.413969,-91.144893
11/23/10,2:50 PM,CITY STREET,30.413969,-91.144893
3/18/13,5:22 PM,CITY STREET,30.413969,-91.144893
5/1/15,3:35 PM,CITY STREET,30.413969,-91.144893
8/12/11,8:41 PM,CITY STREET,30.478679,-91.144893
6/8/12,3:34 PM,CITY STREET,30.413969,-91.144893
4/27/15,5:12 PM,CITY STREET,30.413969,-91.144893
10/14/15,2:35 PM,CITY STREET,30.413969,-91.144893
11/18/15,8:21 AM,CITY STREET,30.413969,-91.144893
1/15/16,12:35 PM,CITY STREET,30.413969,-91.144893
7/22/10,9:04 AM,CITY STREET,30.413969,-91.144893
12/17/13,12:08 PM,CITY STREET,30.413969,-91.144893
10/13/13,2:50 PM,CITY STREET,30.413969,-91.144893
8/6/12,6:25 AM,CITY STREET,30.413969,-91.144893
6/18/11,9:52 AM,CITY STREET,30.413969,-91.144893
8/24/14,10:46 AM,CITY STREET,30.413969,-91.144893
10/14/15,7:59 AM,CITY STREET,30.478679,-91.144893
9/2/14,5:49 PM,CITY STREET,30.413969,-91.144893
8/4/15,10:58 AM,CITY STREET,30.478679,-91.144893
3/10/11,5:42 PM,CITY STREET,30.413969,-91.144893
9/13/14,4:29 PM,CITY STREET,30.413969,-91.144893
5/17/16,1:56 PM,CITY STREET,30.413969,-91.144893
6/13/16,5:03 PM,CITY STREET,30.413969,-91.144893
7/6/16,8:37 AM,CITY STREET,30.413969,-91.144893
7/28/16,10:00 AM,CITY STREET,30.413969,-91.144893
7/28/16,11:51 AM,CITY STREET,30.413969,-91.144893
8/28/16,12:15 PM,CITY STREET,30.478679,-91.144893
9/15/16,7:03 AM,CITY STREET,30.413969,-91.144893
10/27/16,3:07 PM,CITY STREET,30.413969,-91.144893
2/12/11,11:07 AM,CITY STREET,30.413969,-91.144893
9/13/13,12:53 PM,CITY STREET,30.413969,-91.144893
12/20/12,12:38 PM,CITY STREET,30.478679,-91.144893
10/8/13,12:32 PM,CITY STREET,30.413969,-91.144893
11/29/12,1:28 PM,CITY STREET,30.413969,-91.144893
8/29/10,12:17 AM,OFF ROAD/ PRIVATE PROPERTY,30.522747,-91.144863
6/5/14,12:26 AM,OFF ROAD/ PRIVATE PROPERTY,30.522747,-91.144863
3/28/15,1:17 AM,OFF ROAD/ PRIVATE PROPERTY,30.522747,-91.144863
7/22/12,1:59 AM,STATE HWY,30.522747,-91.144863
2/26/12,1:50 AM,OFF ROAD/ PRIVATE PROPERTY,30.522747,-91.144863
3/17/12,1:50 AM,OFF ROAD/ PRIVATE PROPERTY,30.522747,-91.144863
3/31/13,8:30 PM,OFF ROAD/ PRIVATE PROPERTY,30.522747,-91.144863
10/14/11,11:46 PM,OFF ROAD/ PRIVATE PROPERTY,30.522747,-91.144863
2/23/14,12:14 AM,OFF ROAD/ PRIVATE PROPERTY,30.522747,-91.144863
6/9/12,1:00 AM,STATE HWY,30.522747,-91.144863
6/23/10,8:43 PM,OFF ROAD/ PRIVATE PROPERTY,30.522747,-91.144863
5/24/12,8:53 PM,OFF ROAD/ PRIVATE PROPERTY,30.522747,-91.144863
10/17/12,2:41 PM,OFF ROAD/ PRIVATE PROPERTY,30.522747,-91.144863
10/23/16,2:29 AM,OFF ROAD/ PRIVATE PROPERTY,30.522747,-91.144863
11/3/11,12:05 AM,STATE HWY,30.522747,-91.144863
10/26/11,11:22 PM,OFF ROAD/ PRIVATE PROPERTY,30.522747,-91.144863
7/25/12,10:50 PM,OFF ROAD/ PRIVATE PROPERTY,30.522747,-91.144863
11/24/15,4:32 PM,STATE HWY,30.417163,-91.14486
9/9/10,2:44 PM,CITY STREET,30.417163,-91.14486
2/11/16,5:49 PM,STATE HWY,30.417163,-91.14486
5/21/15,1:15 PM,CITY STREET,30.417163,-91.14486
2/11/11,4:07 PM,CITY STREET,30.417163,-91.14486
6/7/12,1:14 PM,STATE HWY,30.417163,-91.14486
9/3/12,3:48 PM,STATE HWY,30.417163,-91.14486
9/13/12,3:50 PM,STATE HWY,30.417163,-91.14486
5/13/10,12:31 PM,STATE HWY,30.417163,-91.14486
12/27/14,12:00 PM,CITY STREET,30.417163,-91.14486
8/28/13,1:52 PM,STATE HWY,30.417163,-91.14486
10/14/11,7:12 AM,STATE HWY,30.417163,-91.14486
9/15/12,10:29 PM,U.S. HWY,30.417163,-91.14486
5/10/14,11:30 AM,STATE HWY,30.417163,-91.14486
9/14/11,1:01 PM,STATE HWY,30.417163,-91.14486
4/18/12,2:05 PM,STATE HWY,30.417163,-91.14486
3/25/14,7:50 AM,CITY STREET,30.417163,-91.14486
1/11/14,7:40 PM,STATE HWY,30.417163,-91.14486
4/14/11,1:09 PM,CITY STREET,30.417163,-91.14486
5/21/10,6:30 PM,STATE HWY,30.417163,-91.14486
8/18/14,12:38 PM,STATE HWY,30.417163,-91.14486
3/5/13,11:23 AM,CITY STREET,30.417163,-91.14486
1/19/12,3:15 PM,CITY STREET,30.417163,-91.14486
12/17/15,12:44 PM,STATE HWY,30.417163,-91.14486
10/18/15,12:43 AM,STATE HWY,30.417163,-91.14486
12/11/13,6:12 PM,STATE HWY,30.417163,-91.14486
12/9/12,11:07 PM,STATE HWY,30.417163,-91.14486
3/30/11,3:56 PM,CITY STREET,30.417163,-91.14486
1/6/14,4:17 PM,OFF ROAD/ PRIVATE PROPERTY,30.417163,-91.14486
3/29/16,4:00 PM,CITY STREET,30.417163,-91.14486
10/23/13,5:41 PM,STATE HWY,30.417163,-91.14486
3/7/14,8:50 AM,STATE HWY,30.417163,-91.14486
5/27/14,1:57 PM,STATE HWY,30.417163,-91.14486
11/24/15,4:32 PM,STATE HWY,30.417163,-91.14486
11/24/13,12:28 PM,STATE HWY,30.417163,-91.14486
2/9/11,10:03 PM,STATE HWY,30.417163,-91.14486
6/13/14,12:46 PM,STATE HWY,30.417163,-91.14486
8/25/10,6:12 PM,STATE HWY,30.417163,-91.14486
8/9/16,3:56 PM,CITY STREET,30.417163,-91.14486
8/23/16,8:13 AM,STATE HWY,30.417163,-91.14486
11/18/11,4:11 PM,STATE HWY,30.417163,-91.14486
10/21/16,6:25 PM,STATE HWY,30.417163,-91.14486
10/29/16,5:03 PM,STATE HWY,30.417163,-91.14486
4/4/11,3:10 PM,STATE HWY,30.417163,-91.14486
1/6/16,6:22 PM,STATE HWY,30.417163,-91.14486
6/12/14,12:51 AM,STATE HWY,30.417163,-91.14486
5/4/14,10:42 AM,STATE HWY,30.417163,-91.14486
11/20/11,1:45 AM,CITY STREET,30.417163,-91.14486
4/29/11,6:26 PM,CITY STREET,30.521673,-91.144853
4/23/11,12:58 AM,STATE HWY,30.521673,-91.144853
12/20/11,4:25 PM,STATE HWY,30.521673,-91.144853
11/18/11,3:19 PM,STATE HWY,30.521673,-91.144853
4/10/13,7:00 AM,STATE HWY,30.521673,-91.144853
9/15/12,6:50 PM,STATE HWY,30.521673,-91.144853
2/26/11,4:05 PM,CITY STREET,30.521673,-91.144853
7/30/10,3:24 PM,STATE HWY,30.521673,-91.144853
5/9/11,4:20 PM,STATE HWY,30.521673,-91.144853
8/30/10,8:10 AM,CITY STREET,30.521673,-91.144853
2/4/10,1:42 PM,PARISH ROAD,30.521673,-91.144853
9/30/11,3:40 PM,STATE HWY,30.521673,-91.144853
4/28/11,7:20 AM,CITY STREET,30.521673,-91.144853
10/27/11,2:15 PM,STATE HWY,30.521673,-91.144853
11/22/13,1:28 PM,STATE HWY,30.521673,-91.144853
11/30/11,12:10 PM,STATE HWY,30.521673,-91.144853
4/7/11,1:08 PM,STATE HWY,30.521673,-91.144853
2/22/10,3:00 PM,STATE HWY,30.521673,-91.144853
10/26/10,5:38 PM,CITY STREET,30.521673,-91.144853
5/1/14,4:42 PM,STATE HWY,30.521673,-91.144853
5/28/13,10:12 AM,STATE HWY,30.521673,-91.144853
10/5/15,1:40 PM,STATE HWY,30.521673,-91.144853
7/23/15,11:42 AM,CITY STREET,30.521673,-91.144853
10/15/16,11:10 AM,CITY STREET,30.47633,-91.144845
7/26/13,5:54 PM,CITY STREET,30.518642,-91.144842
5/24/14,10:57 AM,CITY STREET,30.518642,-91.144842
12/20/12,11:54 AM,OFF ROAD/ PRIVATE PROPERTY,30.522813,-91.144839
11/4/14,5:43 PM,STATE HWY,30.52283,-91.144833
7/24/12,11:19 AM,STATE HWY,30.52283,-91.144833
6/9/11,9:08 AM,STATE HWY,30.52283,-91.144833
5/15/15,2:58 PM,STATE HWY,30.52283,-91.144833
12/21/10,7:53 PM,STATE HWY,30.52283,-91.144833
9/8/10,9:40 AM,STATE HWY,30.52283,-91.144833
12/7/11,3:56 PM,STATE HWY,30.52283,-91.144833
7/24/12,11:30 AM,STATE HWY,30.52283,-91.144833
1/6/16,5:29 PM,STATE HWY,30.52283,-91.144833
2/23/15,8:39 AM,STATE HWY,30.52283,-91.144833
4/20/11,8:30 AM,STATE HWY,30.52283,-91.144833
8/18/12,7:04 PM,STATE HWY,30.52283,-91.144833
12/3/15,4:55 PM,STATE HWY,30.52283,-91.144833
10/9/14,5:37 PM,STATE HWY,30.52283,-91.144833
6/1/13,3:35 PM,STATE HWY,30.52283,-91.144833
1/20/16,5:56 PM,STATE HWY,30.52283,-91.144833
10/13/15,7:55 AM,STATE HWY,30.52283,-91.144833
7/24/13,3:58 PM,STATE HWY,30.52283,-91.144833
5/31/14,10:14 PM,STATE HWY,30.52283,-91.144833
1/2/12,6:35 PM,STATE HWY,30.52283,-91.144833
6/30/16,12:35 PM,STATE HWY,30.52283,-91.144833
10/7/16,1:12 AM,STATE HWY,30.52283,-91.144833
10/27/16,5:12 PM,STATE HWY,30.52283,-91.144833
10/26/16,3:11 PM,STATE HWY,30.52283,-91.144833
12/21/10,1:06 PM,STATE HWY,30.52283,-91.144833
3/31/16,4:52 PM,STATE HWY,30.52283,-91.144833
7/21/12,7:10 PM,STATE HWY,30.52283,-91.144833
5/5/13,10:23 AM,CITY STREET,30.44244,-91.14483
5/11/11,10:56 AM,CITY STREET,30.453766,-91.144829
6/25/15,7:00 PM,OFF ROAD/ PRIVATE PROPERTY,30.453766,-91.144829
4/1/13,8:07 AM,CITY STREET,30.453766,-91.144829
8/1/14,9:39 AM,CITY STREET,30.453766,-91.144829
10/12/10,6:56 PM,CITY STREET,30.467601,-91.144826
4/1/14,5:17 PM,CITY STREET,30.467601,-91.144826
10/28/16,8:04 PM,CITY STREET,30.467601,-91.144826
3/14/12,12:41 PM,CITY STREET,30.487469,-91.144808
7/25/14,6:46 PM,CITY STREET,30.467698,-91.144805
3/1/11,4:25 PM,CITY STREET,30.467698,-91.144805
11/12/13,2:55 PM,CITY STREET,30.518099,-91.144803
11/26/10,5:50 PM,CITY STREET,30.518099,-91.144803
4/1/12,3:15 PM,CITY STREET,30.475679,-91.144797
6/9/14,11:30 AM,CITY STREET,30.426595,-91.144786
6/13/15,5:30 PM,OFF ROAD/ PRIVATE PROPERTY,30.486274,-91.144785
10/22/11,6:43 PM,CITY STREET,30.38269,-91.144782
6/17/10,11:40 AM,CITY STREET,30.49306,-91.144778
11/17/10,10:16 PM,CITY STREET,30.49306,-91.144778
12/25/11,2:28 AM,CITY STREET,30.49306,-91.144778
2/7/15,9:31 AM,CITY STREET,30.49306,-91.144778
6/13/13,2:09 PM,CITY STREET,30.49306,-91.144778
9/17/16,12:53 AM,INTERSTATE,30.486449,-91.144765
2/4/12,6:55 PM,OFF ROAD/ PRIVATE PROPERTY,30.523042,-91.144758
12/6/12,6:00 PM,OFF ROAD/ PRIVATE PROPERTY,30.523042,-91.144758
5/12/15,3:43 PM,CITY STREET,30.519345,-91.144752
6/24/15,4:21 PM,STATE HWY,30.523478,-91.144746
1/29/13,5:49 PM,OFF ROAD/ PRIVATE PROPERTY,30.523478,-91.144746
4/7/15,5:32 PM,CITY STREET,30.516987,-91.144741
2/23/15,5:02 AM,CITY STREET,30.465306,-91.144727
9/28/16,5:38 PM,CITY STREET,30.478687,-91.144723
4/30/12,3:54 PM,CITY STREET,30.47444,-91.144721
4/29/16,8:37 AM,OFF ROAD/ PRIVATE PROPERTY,30.462101,-91.14472
11/12/11,7:00 PM,CITY STREET,30.516432,-91.1447
3/14/11,4:13 PM,STATE HWY,30.516432,-91.1447
9/14/11,6:00 PM,CITY STREET,30.516432,-91.1447
4/21/16,5:20 PM,CITY STREET,30.408389,-91.144697
9/30/11,1:24 PM,CITY STREET,30.408389,-91.144697
10/30/16,5:34 PM,CITY STREET,30.408389,-91.144697
10/19/16,4:39 PM,CITY STREET,30.411681,-91.144694
2/22/16,12:59 PM,CITY STREET,30.492101,-91.14469
10/1/11,4:26 AM,CITY STREET,30.473493,-91.144677
11/24/13,12:20 AM,CITY STREET,30.473493,-91.144677
6/5/11,12:56 AM,OFF ROAD/ PRIVATE PROPERTY,30.523681,-91.144674
1/27/14,12:00 PM,OFF ROAD/ PRIVATE PROPERTY,30.52331,-91.144662
5/6/14,6:02 PM,OFF ROAD/ PRIVATE PROPERTY,30.52331,-91.144662
5/19/15,6:45 AM,OFF ROAD/ PRIVATE PROPERTY,30.52331,-91.144662
3/22/14,1:45 AM,OFF ROAD/ PRIVATE PROPERTY,30.52331,-91.144662
6/12/11,7:24 PM,OFF ROAD/ PRIVATE PROPERTY,30.52331,-91.144662
7/13/10,4:00 PM,OFF ROAD/ PRIVATE PROPERTY,30.52331,-91.144662
6/1/12,3:31 PM,OFF ROAD/ PRIVATE PROPERTY,30.52331,-91.144662
11/24/10,6:01 PM,OFF ROAD/ PRIVATE PROPERTY,30.52331,-91.144662
10/5/14,1:56 AM,OFF ROAD/ PRIVATE PROPERTY,30.52331,-91.144662
1/3/13,6:47 PM,OFF ROAD/ PRIVATE PROPERTY,30.52331,-91.144662
5/19/15,9:52 PM,OFF ROAD/ PRIVATE PROPERTY,30.52331,-91.144662
11/1/11,3:54 PM,OFF ROAD/ PRIVATE PROPERTY,30.52331,-91.144662
9/10/11,11:00 AM,OFF ROAD/ PRIVATE PROPERTY,30.52331,-91.144662
9/30/13,10:00 AM,OFF ROAD/ PRIVATE PROPERTY,30.52331,-91.144662
9/6/13,2:37 PM,OFF ROAD/ PRIVATE PROPERTY,30.52331,-91.144662
4/30/14,8:34 AM,OFF ROAD/ PRIVATE PROPERTY,30.52331,-91.144662
1/6/15,12:33 PM,OFF ROAD/ PRIVATE PROPERTY,30.389675,-91.144657
5/6/15,6:15 PM,OFF ROAD/ PRIVATE PROPERTY,30.518104,-91.144655
3/8/16,6:35 PM,U.S. HWY,30.444404,-91.144645
9/17/14,12:32 PM,STATE HWY,30.444404,-91.144645
4/9/14,3:02 PM,CITY STREET,30.444404,-91.144645
2/3/16,3:17 PM,STATE HWY,30.444404,-91.144645
7/1/13,12:55 PM,STATE HWY,30.444404,-91.144645
4/16/15,3:49 PM,STATE HWY,30.444404,-91.144645
12/16/11,4:19 PM,STATE HWY,30.444404,-91.144645
5/23/14,2:21 PM,STATE HWY,30.444404,-91.144645
2/20/13,3:14 PM,STATE HWY,30.444404,-91.144645
9/7/13,7:28 AM,STATE HWY,30.444404,-91.144645
4/30/13,3:34 PM,STATE HWY,30.444404,-91.144645
5/6/11,5:20 PM,CITY STREET,30.444404,-91.144645
7/16/12,1:13 PM,STATE HWY,30.444404,-91.144645
11/1/10,5:45 PM,CITY STREET,30.444404,-91.144645
12/9/13,4:34 PM,STATE HWY,30.444404,-91.144645
6/16/12,12:45 PM,STATE HWY,30.444404,-91.144645
10/28/15,6:41 PM,CITY STREET,30.444404,-91.144645
1/16/14,1:49 AM,STATE HWY,30.444404,-91.144645
10/15/15,2:57 PM,CITY STREET,30.444404,-91.144645
1/28/15,8:28 AM,STATE HWY,30.444404,-91.144645
9/12/14,5:34 PM,STATE HWY,30.444404,-91.144645
7/16/12,1:13 PM,STATE HWY,30.444404,-91.144645
9/19/16,10:31 AM,STATE HWY,30.444404,-91.144645
3/13/14,5:38 PM,STATE HWY,30.444404,-91.144645
1/13/16,1:36 PM,STATE HWY,30.444404,-91.144645
5/12/16,5:50 PM,CITY STREET,30.494833,-91.144638
10/15/10,11:26 AM,OFF ROAD/ PRIVATE PROPERTY,30.523803,-91.144632
10/15/14,5:30 PM,CITY STREET,30.472547,-91.144629
1/11/13,1:15 AM,OFF ROAD/ PRIVATE PROPERTY,30.417054,-91.144617
6/27/14,12:27 PM,CITY STREET,30.446546,-91.144612
12/11/14,3:24 PM,CITY STREET,30.446546,-91.144612
11/26/15,3:48 PM,CITY STREET,30.515542,-91.144595
4/21/10,10:30 PM,CITY STREET,30.515542,-91.144595
9/21/15,5:23 PM,CITY STREET,30.515542,-91.144595
4/30/12,5:57 AM,CITY STREET,30.515542,-91.144595
4/19/15,4:45 PM,CITY STREET,30.515542,-91.144595
6/20/16,4:44 PM,CITY STREET,30.515542,-91.144595
12/7/11,5:36 PM,CITY STREET,30.515542,-91.144595
5/31/12,1:17 PM,CITY STREET,30.445453,-91.144585
3/12/15,1:11 PM,CITY STREET,30.491194,-91.144582
3/5/11,2:20 PM,CITY STREET,30.491194,-91.144582
3/1/11,2:19 AM,CITY STREET,30.491194,-91.144582
3/27/16,12:48 PM,CITY STREET,30.467608,-91.144577
12/5/12,8:00 PM,CITY STREET,30.467608,-91.144577
5/17/11,7:19 AM,CITY STREET,30.490253,-91.144557
7/19/12,3:54 PM,CITY STREET,30.490253,-91.144557
9/29/11,6:00 PM,STATE HWY,30.490253,-91.144557
7/26/12,12:56 PM,CITY STREET,30.490253,-91.144557
3/20/12,5:49 PM,CITY STREET,30.490253,-91.144557
5/21/13,3:30 PM,CITY STREET,30.490253,-91.144557
5/15/13,8:35 AM,CITY STREET,30.490253,-91.144557
6/30/11,7:00 AM,CITY STREET,30.490253,-91.144557
2/27/11,11:31 AM,CITY STREET,30.490253,-91.144557
7/15/13,4:43 PM,CITY STREET,30.490253,-91.144557
5/23/11,6:00 PM,CITY STREET,30.45256,-91.144554
8/28/11,1:06 PM,CITY STREET,30.464415,-91.144554
3/4/10,8:55 AM,CITY STREET,30.465314,-91.144553
7/11/15,5:00 PM,CITY STREET,30.464073,-91.144531
3/18/15,9:42 AM,CITY STREET,30.470655,-91.14453
10/7/15,12:16 PM,CITY STREET,30.470655,-91.14453
3/31/13,3:09 PM,CITY STREET,30.442477,-91.14453
9/15/15,2:12 PM,CITY STREET,30.470655,-91.14453
12/4/14,5:08 PM,OFF ROAD/ PRIVATE PROPERTY,30.463912,-91.14452
6/21/15,9:18 PM,CITY STREET,30.470485,-91.144515
11/18/15,4:59 PM,CITY STREET,30.470485,-91.144515
7/22/10,10:05 PM,CITY STREET,30.470485,-91.144515
11/2/15,3:45 PM,CITY STREET,30.470485,-91.144515
9/14/15,4:03 PM,CITY STREET,30.470485,-91.144515
1/27/14,3:16 PM,CITY STREET,30.470485,-91.144515
12/16/13,8:12 AM,CITY STREET,30.470485,-91.144515
6/19/12,1:05 PM,CITY STREET,30.470485,-91.144515
11/5/15,4:29 PM,CITY STREET,30.470485,-91.144515
10/9/15,11:48 AM,CITY STREET,30.470485,-91.144515
3/29/13,11:23 PM,CITY STREET,30.470485,-91.144515
10/13/16,7:55 PM,CITY STREET,30.470485,-91.144515
8/11/10,1:58 PM,CITY STREET,30.470485,-91.144515
9/13/13,2:44 PM,CITY STREET,30.493069,-91.144515
4/21/13,5:44 PM,CITY STREET,30.455067,-91.144505
2/28/15,5:04 PM,CITY STREET,30.455067,-91.144505
11/16/10,5:15 PM,CITY STREET,30.45063,-91.144501
10/2/15,11:50 AM,U.S. HWY,30.45063,-91.144501
4/25/16,9:18 AM,CITY STREET,30.45063,-91.144501
5/2/16,5:15 PM,STATE HWY,30.45063,-91.144501
8/5/16,12:00 PM,PARISH ROAD,30.45063,-91.144501
10/29/16,3:03 AM,STATE HWY,30.45063,-91.144501
5/12/13,2:33 PM,OFF ROAD/ PRIVATE PROPERTY,30.447471,-91.144472
11/6/15,10:29 PM,OFF ROAD/ PRIVATE PROPERTY,30.462385,-91.144455
8/29/16,4:02 PM,CITY STREET,30.462385,-91.144455
7/12/13,5:09 PM,CITY STREET,30.46211,-91.144449
7/30/10,3:44 PM,CITY STREET,30.46211,-91.144449
3/24/14,4:40 PM,CITY STREET,30.46211,-91.144449
1/28/11,6:06 PM,CITY STREET,30.46211,-91.144449
3/24/15,3:00 PM,CITY STREET,30.46211,-91.144449
7/7/10,3:45 PM,CITY STREET,30.46211,-91.144449
2/24/13,3:42 PM,CITY STREET,30.46211,-91.144449
5/13/13,6:41 PM,CITY STREET,30.46211,-91.144449
6/15/16,1:30 PM,CITY STREET,30.46211,-91.144449
9/13/16,2:30 PM,CITY STREET,30.449329,-91.144441
9/23/10,7:04 AM,CITY STREET,30.410482,-91.144433
1/25/11,11:58 AM,CITY STREET,30.511167,-91.144424
4/1/16,4:22 PM,STATE HWY,30.416965,-91.144417
2/6/12,11:08 AM,STATE HWY,30.416965,-91.144417
6/7/10,4:51 PM,CITY STREET,30.449007,-91.144414
5/3/11,6:25 AM,CITY STREET,30.420228,-91.14441
7/27/10,12:16 PM,CITY STREET,30.420228,-91.14441
3/2/11,6:53 PM,OFF ROAD/ PRIVATE PROPERTY,30.486492,-91.144408
6/25/15,9:45 PM,OFF ROAD/ PRIVATE PROPERTY,30.518112,-91.144406
4/11/16,8:18 AM,CITY STREET,30.509065,-91.144404
10/7/14,6:50 AM,CITY STREET,30.509065,-91.144404
9/9/11,10:29 AM,INTERSTATE,30.509065,-91.144404
7/19/14,12:00 PM,CITY STREET,30.509065,-91.144404
7/17/13,12:27 AM,OFF ROAD/ PRIVATE PROPERTY,30.509065,-91.144404
5/12/13,9:25 PM,CITY STREET,30.509065,-91.144404
3/6/16,5:46 AM,CITY STREET,30.509065,-91.144404
6/30/14,10:51 PM,CITY STREET,30.509065,-91.144404
7/27/15,3:50 PM,CITY STREET,30.509065,-91.144404
4/1/15,5:13 PM,CITY STREET,30.509065,-91.144404
7/27/15,3:50 PM,CITY STREET,30.509065,-91.144404
2/21/15,7:19 PM,CITY STREET,30.509065,-91.144404
7/1/11,12:00 AM,STATE HWY,30.509065,-91.144404
2/16/16,4:00 PM,U.S. HWY,30.509065,-91.144404
7/21/10,8:40 PM,CITY STREET,30.509065,-91.144404
5/11/16,8:28 PM,CITY STREET,30.509065,-91.144404
11/13/12,8:47 AM,CITY STREET,30.448602,-91.144397
1/13/15,9:56 PM,CITY STREET,30.448602,-91.144397
8/10/12,12:31 PM,CITY STREET,30.448602,-91.144397
11/28/12,10:00 AM,U.S. HWY,30.509198,-91.144396
4/1/16,4:36 PM,U.S. HWY,30.509198,-91.144396
4/24/16,7:04 PM,STATE HWY,30.524114,-91.144378
7/24/14,5:41 AM,OFF ROAD/ PRIVATE PROPERTY,30.460673,-91.144377
10/25/11,1:23 AM,CITY STREET,30.429189,-91.144371
10/25/14,8:07 PM,CITY STREET,30.460522,-91.14437
4/29/15,10:22 AM,CITY STREET,30.460522,-91.14437
10/16/10,10:24 AM,CITY STREET,30.460522,-91.14437
10/24/15,9:30 AM,STATE HWY,30.52414,-91.144369
10/25/11,12:10 PM,STATE HWY,30.52414,-91.144369
5/16/11,7:28 PM,STATE HWY,30.52414,-91.144369
8/13/14,9:05 PM,STATE HWY,30.52414,-91.144369
5/22/12,9:00 AM,STATE HWY,30.52414,-91.144369
11/19/13,5:09 AM,STATE HWY,30.52414,-91.144369
9/19/16,12:18 AM,CITY STREET,30.429164,-91.144369
5/14/10,1:21 AM,CITY STREET,30.508218,-91.144368
5/2/11,11:05 AM,CITY STREET,30.508218,-91.144368
9/14/10,4:13 PM,CITY STREET,30.490262,-91.144363
12/20/10,1:12 PM,CITY STREET,30.490262,-91.144363
10/4/11,12:38 AM,OFF ROAD/ PRIVATE PROPERTY,30.460346,-91.144361
4/1/16,5:52 PM,CITY STREET,30.41482,-91.14436
9/26/10,6:14 PM,CITY STREET,30.41482,-91.14436
4/8/16,2:36 PM,CITY STREET,30.41482,-91.14436
5/31/12,9:22 AM,CITY STREET,30.41482,-91.14436
2/1/10,4:21 PM,CITY STREET,30.41482,-91.14436
12/18/14,5:49 PM,CITY STREET,30.41482,-91.14436
8/19/11,8:46 PM,CITY STREET,30.41482,-91.14436
10/6/11,4:08 PM,CITY STREET,30.41482,-91.14436
2/15/16,1:36 PM,CITY STREET,30.41482,-91.14436
6/8/11,2:31 AM,CITY STREET,30.41482,-91.14436
9/27/13,3:01 PM,CITY STREET,30.41482,-91.14436
5/19/14,2:29 PM,CITY STREET,30.41482,-91.14436
7/2/13,6:58 AM,CITY STREET,30.41482,-91.14436
6/21/12,3:20 PM,CITY STREET,30.41482,-91.14436
11/12/12,4:47 PM,CITY STREET,30.41482,-91.14436
10/15/14,10:11 AM,CITY STREET,30.41482,-91.14436
1/26/11,8:00 AM,CITY STREET,30.41482,-91.14436
8/24/13,12:31 PM,CITY STREET,30.41482,-91.14436
12/30/15,3:45 PM,CITY STREET,30.41482,-91.14436
9/21/13,2:20 AM,CITY STREET,30.41482,-91.14436
8/24/14,10:56 AM,CITY STREET,30.41482,-91.14436
7/3/10,6:35 PM,CITY STREET,30.41482,-91.14436
9/8/13,6:34 PM,CITY STREET,30.41482,-91.14436
3/9/10,10:59 AM,CITY STREET,30.41482,-91.14436
3/23/12,12:48 PM,CITY STREET,30.41482,-91.14436
6/2/10,1:35 PM,CITY STREET,30.41482,-91.14436
8/4/15,1:05 PM,CITY STREET,30.41482,-91.14436
4/17/14,4:24 PM,CITY STREET,30.41482,-91.14436
10/8/10,3:31 PM,CITY STREET,30.41482,-91.14436
2/15/13,6:06 PM,CITY STREET,30.41482,-91.14436
3/2/11,7:49 AM,CITY STREET,30.41482,-91.14436
10/12/11,7:13 AM,CITY STREET,30.41482,-91.14436
6/2/10,7:01 PM,CITY STREET,30.41482,-91.14436
9/21/11,8:19 PM,CITY STREET,30.41482,-91.14436
12/5/13,5:38 PM,CITY STREET,30.41482,-91.14436
